year,month,day,genus,species,plot_id,plot_type
1985,11,17,Dipodomys,merriami,2,Control
1985,11,17,Onychomys,leucogaster,3,Long-term Krat Exclosure
1985,11,17,Dipodomys,merriami,1,Spectab exclosure
1985,11,17,Reithrodontomys,megalotis,15,Long-term Krat Exclosure
1985,11,17,Onychomys,leucogaster,3,Long-term Krat Exclosure
1985,11,17,Onychomys,torridus,11,Control
1985,11,17,Dipodomys,spectabilis,4,Control
1985,11,17,Onychomys,torridus,1,Spectab exclosure
1985,11,17,Dipodomys,merriami,8,Control
1985,11,17,Peromyscus,eremicus,2,Control
1985,11,17,Peromyscus,eremicus,2,Control
1985,11,17,Dipodomys,merriami,11,Control
1985,11,17,Dipodomys,merriami,4,Control
1985,11,17,Dipodomys,ordii,5,Rodent Exclosure
1985,11,17,Dipodomys,ordii,5,Rodent Exclosure
1985,11,17,Dipodomys,merriami,13,Short-term Krat Exclosure
1985,11,17,Peromyscus,eremicus,11,Control
1985,11,17,Onychomys,leucogaster,2,Control
1985,11,17,Dipodomys,merriami,2,Control
1985,12,7,Dipodomys,spectabilis,12,Control
1985,12,7,Dipodomys,merriami,24,Rodent Exclosure
1985,12,7,Amphispiza,bilineata,12,Control
1985,12,7,Peromyscus,eremicus,24,Rodent Exclosure
1985,12,7,Dipodomys,merriami,18,Short-term Krat Exclosure
1985,12,7,Dipodomys,merriami,17,Control
1985,12,7,Dipodomys,merriami,14,Control
1985,12,7,Dipodomys,merriami,21,Long-term Krat Exclosure
1985,12,7,Ammospermophilus,harrisi,14,Control
1985,12,7,Onychomys,leucogaster,21,Long-term Krat Exclosure
1985,12,7,Dipodomys,merriami,21,Long-term Krat Exclosure
1985,12,7,Dipodomys,merriami,21,Long-term Krat Exclosure
1985,12,7,Reithrodontomys,megalotis,21,Long-term Krat Exclosure
1985,12,7,Reithrodontomys,megalotis,19,Long-term Krat Exclosure
1985,12,7,Onychomys,torridus,12,Control
1985,12,7,Dipodomys,merriami,24,Rodent Exclosure
1985,12,7,Dipodomys,merriami,20,Short-term Krat Exclosure
1985,12,7,Dipodomys,merriami,17,Control
1985,12,7,Dipodomys,merriami,14,Control
1985,12,7,Reithrodontomys,megalotis,21,Long-term Krat Exclosure
1985,12,7,Dipodomys,ordii,6,Short-term Krat Exclosure
1985,12,7,Onychomys,torridus,18,Short-term Krat Exclosure
1985,12,7,Peromyscus,eremicus,21,Long-term Krat Exclosure
1985,12,7,Onychomys,torridus,23,Rodent Exclosure
1985,12,7,Dipodomys,merriami,18,Short-term Krat Exclosure
1985,12,7,Dipodomys,ordii,6,Short-term Krat Exclosure
1985,12,7,Dipodomys,merriami,12,Control
1985,12,7,Onychomys,torridus,14,Control
1985,12,7,Dipodomys,merriami,14,Control
1985,12,7,Dipodomys,ordii,17,Control
1985,12,7,Reithrodontomys,megalotis,17,Control
1985,12,7,Dipodomys,merriami,22,Control
1985,12,7,Onychomys,leucogaster,14,Control
1985,12,7,Dipodomys,merriami,24,Rodent Exclosure
1985,12,7,Onychomys,torridus,14,Control
1985,12,7,Dipodomys,merriami,12,Control
1985,12,7,Dipodomys,merriami,14,Control
1985,12,7,Amphispiza,bilineata,17,Control
1985,12,7,Dipodomys,ordii,17,Control
1985,12,7,Dipodomys,merriami,22,Control
1985,12,7,Peromyscus,eremicus,20,Short-term Krat Exclosure
1985,12,7,Dipodomys,ordii,6,Short-term Krat Exclosure
1985,12,7,Neotoma,albigula,17,Control
1985,12,7,Onychomys,torridus,23,Rodent Exclosure
1985,12,7,Reithrodontomys,megalotis,16,Rodent Exclosure
1985,12,7,Reithrodontomys,megalotis,16,Rodent Exclosure
1985,12,7,Onychomys,leucogaster,14,Control
1985,12,7,Dipodomys,merriami,22,Control
1985,12,7,Perognathus,hispidus,21,Long-term Krat Exclosure
1985,12,7,Reithrodontomys,megalotis,24,Rodent Exclosure
1985,12,7,Dipodomys,merriami,12,Control
1985,12,7,Dipodomys,merriami,22,Control
1985,12,7,Reithrodontomys,megalotis,24,Rodent Exclosure
1985,12,7,Onychomys,torridus,12,Control
1985,12,8,Dipodomys,merriami,1,Spectab exclosure
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Onychomys,leucogaster,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Neotoma,albigula,3,Long-term Krat Exclosure
1985,12,8,Dipodomys,merriami,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,5,Rodent Exclosure
1985,12,8,Dipodomys,spectabilis,4,Control
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Dipodomys,merriami,1,Spectab exclosure
1985,12,8,Ammospermophilus,harrisi,2,Control
1985,12,8,Dipodomys,merriami,8,Control
1985,12,8,Reithrodontomys,megalotis,7,Rodent Exclosure
1985,12,8,Onychomys,torridus,9,Spectab exclosure
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Dipodomys,ordii,8,Control
1985,12,8,Peromyscus,eremicus,3,Long-term Krat Exclosure
1985,12,8,Dipodomys,ordii,4,Control
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Reithrodontomys,megalotis,7,Rodent Exclosure
1985,12,8,Dipodomys,merriami,5,Rodent Exclosure
1985,12,8,Dipodomys,spectabilis,8,Control
1985,12,8,Dipodomys,merriami,4,Control
1985,12,8,Dipodomys,ordii,11,Control
1985,12,8,Reithrodontomys,megalotis,10,Rodent Exclosure
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Neotoma,albigula,3,Long-term Krat Exclosure
1985,12,8,Dipodomys,merriami,11,Control
1985,12,8,Reithrodontomys,megalotis,11,Control
1985,12,8,Dipodomys,spectabilis,9,Spectab exclosure
1985,12,8,Dipodomys,spectabilis,1,Spectab exclosure
1985,12,8,Dipodomys,ordii,11,Control
1985,12,8,Reithrodontomys,megalotis,11,Control
1985,12,8,Dipodomys,spectabilis,13,Short-term Krat Exclosure
1985,12,8,Dipodomys,ordii,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,11,Control
1985,12,8,Dipodomys,merriami,13,Short-term Krat Exclosure
1985,12,8,Dipodomys,merriami,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Dipodomys,ordii,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,8,Control
1985,12,8,Dipodomys,ordii,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Dipodomys,ordii,5,Rodent Exclosure
1985,12,8,Peromyscus,eremicus,11,Control
1985,12,8,Dipodomys,merriami,11,Control
1985,12,8,Dipodomys,merriami,1,Spectab exclosure
1985,12,8,Onychomys,leucogaster,13,Short-term Krat Exclosure
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Dipodomys,spectabilis,4,Control
1985,12,8,Dipodomys,merriami,8,Control
1985,12,8,Amphispiza,bilineata,7,Rodent Exclosure
1985,12,8,Onychomys,leucogaster,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Peromyscus,eremicus,7,Rodent Exclosure
1985,12,8,Chaetodipus,penicillatus,3,Long-term Krat Exclosure
1985,12,8,Dipodomys,ordii,5,Rodent Exclosure
1985,12,8,Dipodomys,merriami,11,Control
1985,12,8,Peromyscus,eremicus,2,Control
1985,12,8,Dipodomys,spectabilis,8,Control
1985,12,8,Dipodomys,ordii,2,Control
1985,12,8,Dipodomys,merriami,2,Control
1985,12,8,Dipodomys,merriami,13,Short-term Krat Exclosure
1985,12,8,Dipodomys,spectabilis,4,Control
1985,12,8,Ammospermophilus,harrisi,13,Short-term Krat Exclosure
1985,12,8,Dipodomys,merriami,1,Spectab exclosure
1985,12,8,Neotoma,albigula,2,Control
1985,12,8,Reithrodontomys,megalotis,3,Long-term Krat Exclosure
1985,12,8,Onychomys,leucogaster,4,Control
1985,12,8,Dipodomys,merriami,9,Spectab exclosure
1985,12,8,Dipodomys,merriami,8,Control
1985,12,8,Dipodomys,ordii,5,Rodent Exclosure
1985,12,8,Ammospermophilus,harrisi,13,Short-term Krat Exclosure
1985,12,8,Amphispiza,bilineata,7,Rodent Exclosure
1985,12,8,Dipodomys,merriami,4,Control
1985,12,8,Dipodomys,merriami,11,Control
1985,12,8,Peromyscus,eremicus,7,Rodent Exclosure
1985,12,8,Dipodomys,merriami,1,Spectab exclosure
1986,3,8,Dipodomys,spectabilis,12,Control
1986,3,8,Dipodomys,ordii,23,Rodent Exclosure
1986,3,8,Reithrodontomys,megalotis,21,Long-term Krat Exclosure
1986,3,8,Reithrodontomys,megalotis,16,Rodent Exclosure
1986,3,8,Neotoma,albigula,12,Control
1986,3,8,Dipodomys,merriami,6,Short-term Krat Exclosure
1986,3,8,Dipodomys,merriami,24,Rodent Exclosure
1986,3,8,Reithrodontomys,megalotis,21,Long-term Krat Exclosure
1986,3,8,Dipodomys,merriami,6,Short-term Krat Exclosure
1986,3,8,Reithrodontomys,megalotis,16,Rodent Exclosure
1986,3,8,Dipodomys,merriami,17,Control
1986,3,8,Onychomys,torridus,12,Control
1986,3,8,Dipodomys,spectabilis,6,Short-term Krat Exclosure
1986,3,8,Dipodomys,ordii,24,Rodent Exclosure
1986,3,8,Dipodomys,merriami,20,Short-term Krat Exclosure
1986,3,8,Dipodomys,ordii,12,Control
1986,3,8,Onychomys,leucogaster,14,Control
1986,3,8,Onychomys,leucogaster,6,Short-term Krat Exclosure
1986,3,8,Peromyscus,eremicus,21,Long-term Krat Exclosure
1986,3,8,Dipodomys,merriami,14,Control
1986,3,8,Dipodomys,merriami,20,Short-term Krat Exclosure
1986,3,8,Dipodomys,ordii,12,Control
1986,3,8,Onychomys,leucogaster,17,Control
1986,3,8,Dipodomys,merriami,12,Control
1986,3,8,Dipodomys,merriami,24,Rodent Exclosure
1986,3,8,Dipodomys,merriami,22,Control
1986,3,8,Dipodomys,ordii,17,Control
1986,3,8,Dipodomys,ordii,12,Control
1986,3,8,Dipodomys,merriami,22,Control
1986,3,8,Onychomys,leucogaster,16,Rodent Exclosure
1986,3,8,Dipodomys,merriami,22,Control
1986,3,8,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,3,8,Onychomys,torridus,12,Control
1986,3,8,Dipodomys,ordii,12,Control
1986,3,8,Onychomys,leucogaster,14,Control
1986,3,8,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,3,8,Dipodomys,merriami,12,Control
1986,3,8,Neotoma,albigula,14,Control
1986,3,8,Spermophilus,spilosoma,14,Control
1986,3,8,Onychomys,torridus,14,Control
1986,3,8,Peromyscus,eremicus,12,Control
1986,3,8,Dipodomys,merriami,12,Control
1986,3,8,Dipodomys,merriami,12,Control
1986,3,8,Dipodomys,merriami,24,Rodent Exclosure
1986,3,8,Reithrodontomys,megalotis,23,Rodent Exclosure
1986,3,8,Dipodomys,merriami,22,Control
1986,3,8,Dipodomys,merriami,12,Control
1986,3,8,Dipodomys,merriami,14,Control
1986,3,8,Dipodomys,ordii,23,Rodent Exclosure
1986,3,8,Dipodomys,merriami,14,Control
1986,3,8,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,3,8,Peromyscus,eremicus,6,Short-term Krat Exclosure
1986,3,8,Perognathus,hispidus,21,Long-term Krat Exclosure
1986,3,8,Neotoma,albigula,17,Control
1986,3,8,Dipodomys,spectabilis,22,Control
1986,3,8,Reithrodontomys,megalotis,19,Long-term Krat Exclosure
1986,3,9,Dipodomys,merriami,2,Control
1986,3,9,Chaetodipus,penicillatus,3,Long-term Krat Exclosure
1986,3,9,Dipodomys,ordii,11,Control
1986,3,9,Dipodomys,spectabilis,11,Control
1986,3,9,Dipodomys,merriami,9,Spectab exclosure
1986,3,9,Dipodomys,ordii,4,Control
1986,3,9,Dipodomys,spectabilis,8,Control
1986,3,9,Dipodomys,merriami,2,Control
1986,3,9,Dipodomys,merriami,9,Spectab exclosure
1986,3,9,Chaetodipus,penicillatus,11,Control
1986,3,9,Dipodomys,spectabilis,9,Spectab exclosure
1986,3,9,Dipodomys,ordii,8,Control
1986,3,9,Dipodomys,merriami,9,Spectab exclosure
1986,3,9,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,3,9,Dipodomys,merriami,4,Control
1986,3,9,Reithrodontomys,megalotis,3,Long-term Krat Exclosure
1986,3,9,Dipodomys,spectabilis,4,Control
1986,3,9,Amphispiza,bilineata,13,Short-term Krat Exclosure
1986,3,9,Neotoma,albigula,3,Long-term Krat Exclosure
1986,3,9,Dipodomys,spectabilis,1,Spectab exclosure
1986,3,9,Dipodomys,merriami,2,Control
1986,3,9,Dipodomys,merriami,2,Control
1986,3,9,Dipodomys,merriami,5,Rodent Exclosure
1986,3,9,Dipodomys,merriami,11,Control
1986,3,9,Dipodomys,ordii,2,Control
1986,3,9,Reithrodontomys,megalotis,3,Long-term Krat Exclosure
1986,3,9,Reithrodontomys,megalotis,10,Rodent Exclosure
1986,3,9,Onychomys,leucogaster,4,Control
1986,3,9,Dipodomys,spectabilis,1,Spectab exclosure
1986,3,9,Dipodomys,spectabilis,4,Control
1986,3,9,Reithrodontomys,megalotis,11,Control
1986,3,9,Peromyscus,eremicus,2,Control
1986,3,9,Dipodomys,merriami,2,Control
1986,3,9,Dipodomys,ordii,5,Rodent Exclosure
1986,3,9,Peromyscus,eremicus,11,Control
1986,3,9,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,3,9,Dipodomys,spectabilis,4,Control
1986,3,9,Dipodomys,merriami,5,Rodent Exclosure
1986,3,9,Dipodomys,spectabilis,8,Control
1986,3,9,Dipodomys,merriami,11,Control
1986,3,9,Dipodomys,spectabilis,8,Control
1986,3,9,Reithrodontomys,megalotis,10,Rodent Exclosure
1986,3,9,Dipodomys,merriami,9,Spectab exclosure
1986,3,9,Dipodomys,merriami,2,Control
1986,3,9,Dipodomys,merriami,1,Spectab exclosure
1986,3,9,Neotoma,albigula,2,Control
1986,3,9,Dipodomys,merriami,1,Spectab exclosure
1986,3,9,Reithrodontomys,megalotis,10,Rodent Exclosure
1986,3,9,Dipodomys,spectabilis,1,Spectab exclosure
1986,3,9,Spermophilus,spilosoma,13,Short-term Krat Exclosure
1986,3,9,Dipodomys,merriami,4,Control
1986,3,9,Dipodomys,merriami,9,Spectab exclosure
1986,3,9,Peromyscus,eremicus,7,Rodent Exclosure
1986,3,9,Peromyscus,eremicus,3,Long-term Krat Exclosure
1986,3,9,Dipodomys,merriami,11,Control
1986,3,9,Reithrodontomys,megalotis,7,Rodent Exclosure
1986,4,12,Dipodomys,ordii,12,Control
1986,4,12,Amphispiza,bilineata,6,Short-term Krat Exclosure
1986,4,12,Dipodomys,merriami,14,Control
1986,4,12,Dipodomys,merriami,17,Control
1986,4,12,Dipodomys,ordii,12,Control
1986,4,12,Peromyscus,maniculatus,24,Rodent Exclosure
1986,4,12,Dipodomys,merriami,14,Control
1986,4,12,Dipodomys,spectabilis,12,Control
1986,4,12,Dipodomys,merriami,22,Control
1986,4,12,Dipodomys,merriami,14,Control
1986,4,12,Reithrodontomys,megalotis,23,Rodent Exclosure
1986,4,12,Reithrodontomys,megalotis,16,Rodent Exclosure
1986,4,12,Dipodomys,merriami,24,Rodent Exclosure
1986,4,12,Dipodomys,ordii,17,Control
1986,4,12,Dipodomys,merriami,12,Control
1986,4,12,Neotoma,albigula,14,Control
1986,4,12,Dipodomys,merriami,14,Control
1986,4,12,Peromyscus,eremicus,22,Control
1986,4,12,Spermophilus,spilosoma,16,Rodent Exclosure
1986,4,12,Dipodomys,merriami,22,Control
1986,4,12,Dipodomys,merriami,20,Short-term Krat Exclosure
1986,4,12,Onychomys,leucogaster,14,Control
1986,4,12,Dipodomys,merriami,22,Control
1986,4,12,Dipodomys,merriami,12,Control
1986,4,12,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,4,12,Onychomys,leucogaster,14,Control
1986,4,12,Neotoma,albigula,17,Control
1986,4,12,Dipodomys,merriami,12,Control
1986,4,12,Neotoma,albigula,17,Control
1986,4,12,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,4,12,Dipodomys,merriami,12,Control
1986,4,12,Dipodomys,merriami,12,Control
1986,4,12,Peromyscus,eremicus,22,Control
1986,4,12,Dipodomys,spectabilis,22,Control
1986,4,12,Chaetodipus,penicillatus,19,Long-term Krat Exclosure
1986,4,13,Dipodomys,merriami,5,Rodent Exclosure
1986,4,13,Dipodomys,merriami,9,Spectab exclosure
1986,4,13,Dipodomys,spectabilis,11,Control
1986,4,13,Dipodomys,spectabilis,9,Spectab exclosure
1986,4,13,Dipodomys,ordii,8,Control
1986,4,13,Dipodomys,merriami,5,Rodent Exclosure
1986,4,13,Dipodomys,spectabilis,8,Control
1986,4,13,Peromyscus,maniculatus,1,Spectab exclosure
1986,4,13,Dipodomys,ordii,5,Rodent Exclosure
1986,4,13,Dipodomys,merriami,2,Control
1986,4,13,Dipodomys,merriami,2,Control
1986,4,13,Ammospermophilus,harrisi,15,Long-term Krat Exclosure
1986,4,13,Reithrodontomys,megalotis,7,Rodent Exclosure
1986,4,13,Dipodomys,merriami,2,Control
1986,4,13,Dipodomys,merriami,5,Rodent Exclosure
1986,4,13,Onychomys,leucogaster,9,Spectab exclosure
1986,4,13,Dipodomys,spectabilis,4,Control
1986,4,13,Neotoma,albigula,3,Long-term Krat Exclosure
1986,4,13,Onychomys,leucogaster,4,Control
1986,4,13,Dipodomys,ordii,4,Control
1986,4,13,Neotoma,albigula,3,Long-term Krat Exclosure
1986,4,13,Dipodomys,spectabilis,1,Spectab exclosure
1986,4,13,Dipodomys,spectabilis,4,Control
1986,4,13,Dipodomys,merriami,5,Rodent Exclosure
1986,4,13,Dipodomys,merriami,11,Control
1986,4,13,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,4,13,Dipodomys,merriami,1,Spectab exclosure
1986,4,13,Dipodomys,merriami,1,Spectab exclosure
1986,4,13,Onychomys,leucogaster,4,Control
1986,4,13,Dipodomys,ordii,5,Rodent Exclosure
1986,4,13,Dipodomys,merriami,2,Control
1986,4,13,Dipodomys,merriami,4,Control
1986,4,13,Dipodomys,spectabilis,1,Spectab exclosure
1986,4,13,Dipodomys,merriami,11,Control
1986,4,13,Dipodomys,sp.,11,Control
1986,4,13,Reithrodontomys,megalotis,7,Rodent Exclosure
1986,4,13,Dipodomys,spectabilis,1,Spectab exclosure
1986,4,13,Dipodomys,merriami,5,Rodent Exclosure
1986,4,13,Dipodomys,merriami,9,Spectab exclosure
1986,4,13,Dipodomys,spectabilis,1,Spectab exclosure
1986,4,13,Dipodomys,ordii,5,Rodent Exclosure
1986,4,13,Dipodomys,spectabilis,8,Control
1986,4,13,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,4,13,Dipodomys,merriami,2,Control
1986,4,13,Dipodomys,merriami,1,Spectab exclosure
1986,4,13,Chaetodipus,penicillatus,3,Long-term Krat Exclosure
1986,4,13,Onychomys,torridus,3,Long-term Krat Exclosure
1986,4,13,Dipodomys,ordii,1,Spectab exclosure
1986,4,13,Dipodomys,spectabilis,4,Control
1986,4,13,Dipodomys,ordii,5,Rodent Exclosure
1986,4,13,Dipodomys,merriami,9,Spectab exclosure
1986,4,13,Dipodomys,merriami,9,Spectab exclosure
1986,4,13,Dipodomys,merriami,4,Control
1986,4,13,Dipodomys,merriami,11,Control
1986,4,13,Dipodomys,merriami,9,Spectab exclosure
1986,4,13,Chaetodipus,penicillatus,3,Long-term Krat Exclosure
1986,4,13,Dipodomys,merriami,11,Control
1986,4,13,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,5,10,Neotoma,albigula,12,Control
1986,5,10,Dipodomys,merriami,24,Rodent Exclosure
1986,5,10,Dipodomys,merriami,24,Rodent Exclosure
1986,5,10,Dipodomys,merriami,24,Rodent Exclosure
1986,5,10,Peromyscus,eremicus,17,Control
1986,5,10,Neotoma,albigula,12,Control
1986,5,10,Peromyscus,eremicus,24,Rodent Exclosure
1986,5,10,Dipodomys,merriami,20,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,14,Control
1986,5,10,Dipodomys,spectabilis,12,Control
1986,5,10,Reithrodontomys,megalotis,21,Long-term Krat Exclosure
1986,5,10,Neotoma,albigula,12,Control
1986,5,10,Peromyscus,maniculatus,18,Short-term Krat Exclosure
1986,5,10,Amphispiza,bilineata,6,Short-term Krat Exclosure
1986,5,10,Dipodomys,ordii,12,Control
1986,5,10,Dipodomys,merriami,14,Control
1986,5,10,Onychomys,torridus,12,Control
1986,5,10,Peromyscus,maniculatus,21,Long-term Krat Exclosure
1986,5,10,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,17,Control
1986,5,10,Dipodomys,merriami,17,Control
1986,5,10,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,5,10,Reithrodontomys,megalotis,12,Control
1986,5,10,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,5,10,Reithrodontomys,megalotis,18,Short-term Krat Exclosure
1986,5,10,Onychomys,torridus,12,Control
1986,5,10,Chaetodipus,penicillatus,22,Control
1986,5,10,Dipodomys,merriami,12,Control
1986,5,10,Peromyscus,maniculatus,20,Short-term Krat Exclosure
1986,5,10,Reithrodontomys,megalotis,21,Long-term Krat Exclosure
1986,5,10,Dipodomys,merriami,14,Control
1986,5,10,Onychomys,leucogaster,14,Control
1986,5,10,Dipodomys,ordii,17,Control
1986,5,10,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,14,Control
1986,5,10,Onychomys,leucogaster,6,Short-term Krat Exclosure
1986,5,10,Neotoma,albigula,14,Control
1986,5,10,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,5,10,Peromyscus,eremicus,23,Rodent Exclosure
1986,5,10,Neotoma,albigula,20,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,12,Control
1986,5,10,Dipodomys,merriami,22,Control
1986,5,10,Dipodomys,merriami,20,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,24,Rodent Exclosure
1986,5,10,Peromyscus,eremicus,22,Control
1986,5,10,Reithrodontomys,megalotis,16,Rodent Exclosure
1986,5,10,Peromyscus,eremicus,6,Short-term Krat Exclosure
1986,5,10,Dipodomys,merriami,12,Control
1986,5,10,Peromyscus,eremicus,23,Rodent Exclosure
1986,5,10,Peromyscus,maniculatus,19,Long-term Krat Exclosure
1986,5,10,Amphispiza,bilineata,14,Control
1986,5,10,Dipodomys,spectabilis,22,Control
1986,5,11,Dipodomys,merriami,2,Control
1986,5,11,Reithrodontomys,megalotis,3,Long-term Krat Exclosure
1986,5,11,Dipodomys,merriami,11,Control
1986,5,11,Dipodomys,spectabilis,11,Control
1986,5,11,Dipodomys,spectabilis,8,Control
1986,5,11,Neotoma,albigula,13,Short-term Krat Exclosure
1986,5,11,Reithrodontomys,megalotis,7,Rodent Exclosure
1986,5,11,Neotoma,albigula,2,Control
1986,5,11,Dipodomys,ordii,5,Rodent Exclosure
1986,5,11,Neotoma,albigula,2,Control
1986,5,11,Dipodomys,spectabilis,9,Spectab exclosure
1986,5,11,Neotoma,albigula,3,Long-term Krat Exclosure
1986,5,11,Dipodomys,merriami,1,Spectab exclosure
1986,5,11,Dipodomys,merriami,4,Control
1986,5,11,Dipodomys,merriami,5,Rodent Exclosure
1986,5,11,Dipodomys,merriami,9,Spectab exclosure
1986,5,11,Dipodomys,spectabilis,8,Control
1986,5,11,Dipodomys,ordii,4,Control
1986,5,11,Ammospermophilus,harrisi,15,Long-term Krat Exclosure
1986,5,11,Dipodomys,spectabilis,4,Control
1986,5,11,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,5,11,Dipodomys,merriami,1,Spectab exclosure
1986,5,11,Dipodomys,merriami,1,Spectab exclosure
1986,5,11,Chaetodipus,penicillatus,3,Long-term Krat Exclosure
1986,5,11,Peromyscus,maniculatus,11,Control
1986,5,11,Dipodomys,merriami,2,Control
1986,5,11,Dipodomys,merriami,2,Control
1986,5,11,Dipodomys,spectabilis,1,Spectab exclosure
1986,5,11,Dipodomys,spectabilis,1,Spectab exclosure
1986,5,11,Peromyscus,eremicus,11,Control
1986,5,11,Dipodomys,spectabilis,8,Control
1986,5,11,Dipodomys,merriami,5,Rodent Exclosure
1986,5,11,Onychomys,torridus,3,Long-term Krat Exclosure
1986,5,11,Dipodomys,spectabilis,1,Spectab exclosure
1986,5,11,Dipodomys,ordii,5,Rodent Exclosure
1986,5,11,Dipodomys,merriami,8,Control
1986,5,11,Dipodomys,merriami,4,Control
1986,5,11,Ammospermophilus,harrisi,13,Short-term Krat Exclosure
1986,5,11,Dipodomys,spectabilis,4,Control
1986,5,11,Dipodomys,ordii,5,Rodent Exclosure
1986,5,11,Neotoma,albigula,9,Spectab exclosure
1986,5,11,Dipodomys,merriami,9,Spectab exclosure
1986,5,11,Sylvilagus,audubonii,13,Short-term Krat Exclosure
1986,5,11,Dipodomys,merriami,9,Spectab exclosure
1986,5,11,Onychomys,torridus,3,Long-term Krat Exclosure
1986,5,11,Dipodomys,merriami,11,Control
1986,5,11,Dipodomys,merriami,2,Control
1986,5,11,Dipodomys,merriami,11,Control
1986,5,11,Reithrodontomys,megalotis,7,Rodent Exclosure
1986,5,11,Peromyscus,eremicus,11,Control
1986,5,11,Dipodomys,merriami,13,Short-term Krat Exclosure
1986,5,11,Reithrodontomys,megalotis,15,Long-term Krat Exclosure
1986,5,11,Reithrodontomys,megalotis,15,Long-term Krat Exclosure
1986,6,4,Neotoma,albigula,24,Rodent Exclosure
1986,6,4,Dipodomys,merriami,14,Control
1986,6,4,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,6,4,Dipodomys,merriami,24,Rodent Exclosure
1986,6,4,Peromyscus,maniculatus,19,Long-term Krat Exclosure
1986,6,4,Dipodomys,merriami,24,Rodent Exclosure
1986,6,4,Neotoma,albigula,12,Control
1986,6,4,Dipodomys,spectabilis,12,Control
1986,6,4,Dipodomys,merriami,14,Control
1986,6,4,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,6,4,Onychomys,torridus,23,Rodent Exclosure
1986,6,4,Dipodomys,merriami,17,Control
1986,6,4,Peromyscus,maniculatus,19,Long-term Krat Exclosure
1986,6,4,Dipodomys,ordii,12,Control
1986,6,4,Dipodomys,ordii,17,Control
1986,6,4,Dipodomys,merriami,14,Control
1986,6,4,Onychomys,torridus,24,Rodent Exclosure
1986,6,4,Neotoma,albigula,20,Short-term Krat Exclosure
1986,6,4,Onychomys,leucogaster,14,Control
1986,6,4,Dipodomys,merriami,24,Rodent Exclosure
1986,6,4,Dipodomys,merriami,14,Control
1986,6,4,Dipodomys,ordii,6,Short-term Krat Exclosure
1986,6,4,Dipodomys,merriami,12,Control
1986,6,4,Neotoma,albigula,20,Short-term Krat Exclosure
1986,6,4,Neotoma,albigula,21,Long-term Krat Exclosure
1986,6,4,Peromyscus,eremicus,23,Rodent Exclosure
1986,6,4,Onychomys,torridus,23,Rodent Exclosure
1986,6,4,Dipodomys,merriami,14,Control
1986,6,4,Peromyscus,maniculatus,19,Long-term Krat Exclosure
1986,6,4,Dipodomys,merriami,12,Control
1986,6,4,Dipodomys,merriami,18,Short-term Krat Exclosure
1986,6,4,Dipodomys,merriami,12,Control
1986,6,4,Neotoma,albigula,14,Control
1986,6,4,Peromyscus,maniculatus,18,Short-term Krat Exclosure
1986,6,4,Dipodomys,merriami,24,Rodent Exclosure
1986,6,4,Dipodomys,ordii,23,Rodent Exclosure
1986,6,4,Dipodomys,merriami,12,Control
1986,6,4,Dipodomys,merriami,20,Short-term Krat Exclosure
1986,6,4,Neotoma,albigula,17,Control
